OBJECTID,VAR_ROUTE,VAR_IDENT,VAR_DESCR,VAR_DIREC,MetroCategory,MetroBusType,RouteNumber,RouteName,TOOLTIP,NLA_URL
251,117,E1,LAX to Lakewood Blvd.,2,LocalNonCBD,Metro Local and Limited,117,117 LAX CTY BUS CTR-DOWNEY VIA CENTURY BL-IMPERIAL HWY,117 LAX CTY BUS CTR-DOWNEY VIA CENTURY BL-IMPERIAL HWY\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
252,117,E2,Rancho,2,LocalNonCBD,Metro Local and Limited,117,117 LAX CTY BUS CTR-DOWNEY VIA CENTURY BL-IMPERIAL HWY,117 LAX CTY BUS CTR-DOWNEY VIA CENTURY BL-IMPERIAL HWY\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
253,117,W1,Lakewood Blvd. to LAX,3,LocalNonCBD,Metro Local and Limited,117,117 LAX CTY BUS CTR-DOWNEY VIA CENTURY BL-IMPERIAL HWY,117 LAX CTY BUS CTR-DOWNEY VIA CENTURY BL-IMPERIAL HWY\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
254,117,W2,Atlantic Blvd. Shortline,3,LocalNonCBD,Metro Local and Limited,117,117 LAX CTY BUS CTR-DOWNEY VIA CENTURY BL-IMPERIAL HWY,117 LAX CTY BUS CTR-DOWNEY VIA CENTURY BL-IMPERIAL HWY\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
255,117,W3,RANCHO,3,LocalNonCBD,Metro Local and Limited,117,117 LAX CTY BUS CTR-DOWNEY VIA CENTURY BL-IMPERIAL HWY,117 LAX CTY BUS CTR-DOWNEY VIA CENTURY BL-IMPERIAL HWY\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
256,120,E1,END TO END,2,LocalNonCBD,Metro Local and Limited,120,120 AVIATION/LAX STA- WHITTWOOD CTR  VIA IMPERIAL HWY,120 AVIATION/LAX STA- WHITTWOOD CTR  VIA IMPERIAL HWY\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
257,120,E2,Rancho Los Amigos,2,LocalNonCBD,Metro Local and Limited,120,120 AVIATION/LAX STA- WHITTWOOD CTR  VIA IMPERIAL HWY,120 AVIATION/LAX STA- WHITTWOOD CTR  VIA IMPERIAL HWY\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
258,120,W1,END TO END,3,LocalNonCBD,Metro Local and Limited,120,120 AVIATION/LAX STA- WHITTWOOD CTR  VIA IMPERIAL HWY,120 AVIATION/LAX STA- WHITTWOOD CTR  VIA IMPERIAL HWY\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
259,120,W2,Rancho Los Amigos,3,LocalNonCBD,Metro Local and Limited,120,120 AVIATION/LAX STA- WHITTWOOD CTR  VIA IMPERIAL HWY,120 AVIATION/LAX STA- WHITTWOOD CTR  VIA IMPERIAL HWY\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
260,125,E1,END TO END,2,LocalNonCBD,Metro Local and Limited,125,125 EL SEGUNDO - NORWALK STATION VIA ROSECRANS AV,125 EL SEGUNDO - NORWALK STATION VIA ROSECRANS AV\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
261,125,W1,END TO END,3,LocalNonCBD,Metro Local and Limited,125,125 EL SEGUNDO - NORWALK STATION VIA ROSECRANS AV,125 EL SEGUNDO - NORWALK STATION VIA ROSECRANS AV\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
262,127,E1,END TO END,2,LocalNonCBD,Metro Local and Limited,127,127 HARBOR FWY STA - DOWNEY VIA COMPTON - SOMERSET BLS,127 HARBOR FWY STA - DOWNEY VIA COMPTON - SOMERSET BLS\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
263,127,W1,END TO END,3,LocalNonCBD,Metro Local and Limited,127,127 HARBOR FWY STA - DOWNEY VIA COMPTON - SOMERSET BLS,127 HARBOR FWY STA - DOWNEY VIA COMPTON - SOMERSET BLS\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
264,128,E1,128 ROUTE TO CERTOW,2,LocalNonCBD,Metro Local and Limited,128,128 COMPTON STA - CERRITOS TOWNE CENTER VIA ALONDRA BL,128 COMPTON STA - CERRITOS TOWNE CENTER VIA ALONDRA BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
265,128,W1,128 ROUTE FROM CERTOW,3,LocalNonCBD,Metro Local and Limited,128,128 COMPTON STA - CERRITOS TOWNE CENTER VIA ALONDRA BL,128 COMPTON STA - CERRITOS TOWNE CENTER VIA ALONDRA BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
266,134,E1,END TO END,2,LocalNonCBD,Metro Local and Limited,134,134 MALIBU - SANTA MONICA,134 MALIBU - SANTA MONICA\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
267,134,W1,END TO END,3,LocalNonCBD,Metro Local and Limited,134,134 MALIBU - SANTA MONICA,134 MALIBU - SANTA MONICA\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
268,150,E1,END TO END,2,LocalNonCBD,Metro Local and Limited,150,150 CHATSWORTH STA - ENCINO VIA TOPANGA CYN-VENTURA BL,150 CHATSWORTH STA - ENCINO VIA TOPANGA CYN-VENTURA BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
269,150,E2,Taft High School Trip,2,LocalNonCBD,Metro Local and Limited,150,150 CHATSWORTH STA - ENCINO VIA TOPANGA CYN-VENTURA BL,150 CHATSWORTH STA - ENCINO VIA TOPANGA CYN-VENTURA BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
270,150,E3,OWL FROM CANOGA STA TO RESVEN,2,LocalNonCBD,Metro Local and Limited,150,150 CHATSWORTH STA - ENCINO VIA TOPANGA CYN-VENTURA BL,150 CHATSWORTH STA - ENCINO VIA TOPANGA CYN-VENTURA BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
271,150,W1,END TO END,3,LocalNonCBD,Metro Local and Limited,150,150 CHATSWORTH STA - ENCINO VIA TOPANGA CYN-VENTURA BL,150 CHATSWORTH STA - ENCINO VIA TOPANGA CYN-VENTURA BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
272,150,W2,Taft High School Trip,3,LocalNonCBD,Metro Local and Limited,150,150 CHATSWORTH STA - ENCINO VIA TOPANGA CYN-VENTURA BL,150 CHATSWORTH STA - ENCINO VIA TOPANGA CYN-VENTURA BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
273,150,W3,OWL,3,LocalNonCBD,Metro Local and Limited,150,150 CHATSWORTH STA - ENCINO VIA TOPANGA CYN-VENTURA BL,150 CHATSWORTH STA - ENCINO VIA TOPANGA CYN-VENTURA BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
274,152,E1,END TO END,2,LocalNonCBD,Metro Local and Limited,152,152 CANOGA PARK - N HOLLYWOOD STA VIA ROSCOE BL,152 CANOGA PARK - N HOLLYWOOD STA VIA ROSCOE BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
275,152,E2,CLEVELAND H.S. - LOCAL,2,LocalNonCBD,Metro Local and Limited,152,152 CANOGA PARK - N HOLLYWOOD STA VIA ROSCOE BL,152 CANOGA PARK - N HOLLYWOOD STA VIA ROSCOE BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
276,152,E3,POLY H.S. (RHODES),2,LocalNonCBD,Metro Local and Limited,152,152 CANOGA PARK - N HOLLYWOOD STA VIA ROSCOE BL,152 CANOGA PARK - N HOLLYWOOD STA VIA ROSCOE BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
277,152,E4,POLY H.S. (WHITSETT),2,LocalNonCBD,Metro Local and Limited,152,152 CANOGA PARK - N HOLLYWOOD STA VIA ROSCOE BL,152 CANOGA PARK - N HOLLYWOOD STA VIA ROSCOE BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
278,152,E5,SEPULVEDA START,2,LocalNonCBD,Metro Local and Limited,152,152 CANOGA PARK - N HOLLYWOOD STA VIA ROSCOE BL,152 CANOGA PARK - N HOLLYWOOD STA VIA ROSCOE BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
279,152,W1,END TO END,3,LocalNonCBD,Metro Local and Limited,152,152 CANOGA PARK - N HOLLYWOOD STA VIA ROSCOE BL,152 CANOGA PARK - N HOLLYWOOD STA VIA ROSCOE BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
280,152,W2,PULL-IN TO D15,3,LocalNonCBD,Metro Local and Limited,152,152 CANOGA PARK - N HOLLYWOOD STA VIA ROSCOE BL,152 CANOGA PARK - N HOLLYWOOD STA VIA ROSCOE BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
281,152,W3,CLEVELAND H.S.,3,LocalNonCBD,Metro Local and Limited,152,152 CANOGA PARK - N HOLLYWOOD STA VIA ROSCOE BL,152 CANOGA PARK - N HOLLYWOOD STA VIA ROSCOE BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
282,152,W4,POLY H.S. (ARLETA),3,LocalNonCBD,Metro Local and Limited,152,152 CANOGA PARK - N HOLLYWOOD STA VIA ROSCOE BL,152 CANOGA PARK - N HOLLYWOOD STA VIA ROSCOE BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
283,152,W5,POLY H.S. (PEORIA ST.),3,LocalNonCBD,Metro Local and Limited,152,152 CANOGA PARK - N HOLLYWOOD STA VIA ROSCOE BL,152 CANOGA PARK - N HOLLYWOOD STA VIA ROSCOE BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
284,154,E1,END TO END(DX),2,LocalNonCBD,Metro Local and Limited,154,154 VAN NUYS - BURBANK STA VIA OXNARD ST,154 VAN NUYS - BURBANK STA VIA OXNARD ST\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
285,154,W1,END TO END(DX),3,LocalNonCBD,Metro Local and Limited,154,154 VAN NUYS - BURBANK STA VIA OXNARD ST,154 VAN NUYS - BURBANK STA VIA OXNARD ST\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
286,155,N1,North Burbank to North Hollywood,0,LocalNonCBD,Metro Local and Limited,155,155 N. HOLLYWOOD STA- BURBANK STA VIA RIVERSIDE-OLIVE,155 N. HOLLYWOOD STA- BURBANK STA VIA RIVERSIDE-OLIVE\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
287,155,S1,South North Hollywood to Burbank,1,LocalNonCBD,Metro Local and Limited,155,155 N. HOLLYWOOD STA- BURBANK STA VIA RIVERSIDE-OLIVE,155 N. HOLLYWOOD STA- BURBANK STA VIA RIVERSIDE-OLIVE\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
288,158,E1,Main Variant,2,LocalNonCBD,Metro Local and Limited,158,158 CHATSWORTH STA-SHERMAN OAKS VIA DEVONSHIRE-WOODMAN,158 CHATSWORTH STA-SHERMAN OAKS VIA DEVONSHIRE-WOODMAN\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
289,158,E3,End at Osborne,2,LocalNonCBD,Metro Local and Limited,158,158 CHATSWORTH STA-SHERMAN OAKS VIA DEVONSHIRE-WOODMAN,158 CHATSWORTH STA-SHERMAN OAKS VIA DEVONSHIRE-WOODMAN\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
290,158,W1,Main Variant,3,LocalNonCBD,Metro Local and Limited,158,158 CHATSWORTH STA-SHERMAN OAKS VIA DEVONSHIRE-WOODMAN,158 CHATSWORTH STA-SHERMAN OAKS VIA DEVONSHIRE-WOODMAN\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
291,161,E1,END TO END,2,LocalNonCBD,Metro Local and Limited,161,161 THOUSAND OAKS -AGOURA HILLS -CALABASAS -WARNER CTR,161 THOUSAND OAKS -AGOURA HILLS -CALABASAS -WARNER CTR\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
292,161,W1,END TO END,3,LocalNonCBD,Metro Local and Limited,161,161 THOUSAND OAKS -AGOURA HILLS -CALABASAS -WARNER CTR,161 THOUSAND OAKS -AGOURA HILLS -CALABASAS -WARNER CTR\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
293,162,E1,FALVEN TO LANCHS,2,LocalNonCBD,Metro Local and Limited,162,162 WOODLAND HILLS - N HOLLYWOOD STA VIA SHERMAN WAY,162 WOODLAND HILLS - N HOLLYWOOD STA VIA SHERMAN WAY\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
294,162,E2,SHORTLINE FROM WEST HILLS MEDICAL CENTER,2,LocalNonCBD,Metro Local and Limited,162,162 WOODLAND HILLS - N HOLLYWOOD STA VIA SHERMAN WAY,162 WOODLAND HILLS - N HOLLYWOOD STA VIA SHERMAN WAY\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
295,162,W1,LANCHS to FALVEN,3,LocalNonCBD,Metro Local and Limited,162,162 WOODLAND HILLS - N HOLLYWOOD STA VIA SHERMAN WAY,162 WOODLAND HILLS - N HOLLYWOOD STA VIA SHERMAN WAY\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
296,162,W2,SHORTLINE TO WEST HILLS MEDICAL CENTER,3,LocalNonCBD,Metro Local and Limited,162,162 WOODLAND HILLS - N HOLLYWOOD STA VIA SHERMAN WAY,162 WOODLAND HILLS - N HOLLYWOOD STA VIA SHERMAN WAY\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
297,164,E1,PLALAY TO FROMET,2,LocalNonCBD,Metro Local and Limited,164,164 WEST HILLS - BURBANK VIA VICTORY BL,164 WEST HILLS - BURBANK VIA VICTORY BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
298,164,E4,BIRMINGHAM H.S.,2,LocalNonCBD,Metro Local and Limited,164,164 WEST HILLS - BURBANK VIA VICTORY BL,164 WEST HILLS - BURBANK VIA VICTORY BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
299,164,W1,FROMET TO PLALAY,3,LocalNonCBD,Metro Local and Limited,164,164 WEST HILLS - BURBANK VIA VICTORY BL,164 WEST HILLS - BURBANK VIA VICTORY BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
300,164,W2,BIRMINGHAM H.S.,3,LocalNonCBD,Metro Local and Limited,164,164 WEST HILLS - BURBANK VIA VICTORY BL,164 WEST HILLS - BURBANK VIA VICTORY BL\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
301,165,E1,PLALAY TO FROMET,2,LocalNonCBD,Metro Local and Limited,165,165 WEST HILLS - BURBANK VIA VANOWEN ST,165 WEST HILLS - BURBANK VIA VANOWEN ST\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
302,165,E3,MULHOLLAND M.S.,2,LocalNonCBD,Metro Local and Limited,165,165 WEST HILLS - BURBANK VIA VANOWEN ST,165 WEST HILLS - BURBANK VIA VANOWEN ST\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
303,165,W1,FROMET TO PLALAY,3,LocalNonCBD,Metro Local and Limited,165,165 WEST HILLS - BURBANK VIA VANOWEN ST,165 WEST HILLS - BURBANK VIA VANOWEN ST\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
304,165,W3,VANBAL TO VANRES,3,LocalNonCBD,Metro Local and Limited,165,165 WEST HILLS - BURBANK VIA VANOWEN ST,165 WEST HILLS - BURBANK VIA VANOWEN ST\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
305,165,W4,VANSEP TO VANBAL,3,LocalNonCBD,Metro Local and Limited,165,165 WEST HILLS - BURBANK VIA VANOWEN ST,165 WEST HILLS - BURBANK VIA VANOWEN ST\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
306,166,E1,END TO END,2,LocalNonCBD,Metro Local and Limited,166,166 CHATSWORTH STA -SUN VALLEY VIA NORDHOFF-OSBORNE ST,166 CHATSWORTH STA -SUN VALLEY VIA NORDHOFF-OSBORNE ST\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
307,166,E3,END AT ARLOSB,2,LocalNonCBD,Metro Local and Limited,166,166 CHATSWORTH STA -SUN VALLEY VIA NORDHOFF-OSBORNE ST,166 CHATSWORTH STA -SUN VALLEY VIA NORDHOFF-OSBORNE ST\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
308,166,E5,END AT GLENOAKS W/B,2,LocalNonCBD,Metro Local and Limited,166,166 CHATSWORTH STA -SUN VALLEY VIA NORDHOFF-OSBORNE ST,166 CHATSWORTH STA -SUN VALLEY VIA NORDHOFF-OSBORNE ST\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
309,166,E9,BRANFORD STOP,2,LocalNonCBD,Metro Local and Limited,166,166 CHATSWORTH STA -SUN VALLEY VIA NORDHOFF-OSBORNE ST,166 CHATSWORTH STA -SUN VALLEY VIA NORDHOFF-OSBORNE ST\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
310,166,W1,END TO END,3,LocalNonCBD,Metro Local and Limited,166,166 CHATSWORTH STA -SUN VALLEY VIA NORDHOFF-OSBORNE ST,166 CHATSWORTH STA -SUN VALLEY VIA NORDHOFF-OSBORNE ST\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
311,166,W6,START AT ARLOSB,3,LocalNonCBD,Metro Local and Limited,166,166 CHATSWORTH STA -SUN VALLEY VIA NORDHOFF-OSBORNE ST,166 CHATSWORTH STA -SUN VALLEY VIA NORDHOFF-OSBORNE ST\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
312,167,E1,END TO END,2,LocalNonCBD,Metro Local and Limited,167,167 CHATSWORTH STA-STUDIO CTY-CSUN VIA PLUMMR-CLDWT CN,167 CHATSWORTH STA-STUDIO CTY-CSUN VIA PLUMMR-CLDWT CN\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
313,167,E3,WEEKEND NO CSUN,2,LocalNonCBD,Metro Local and Limited,167,167 CHATSWORTH STA-STUDIO CTY-CSUN VIA PLUMMR-CLDWT CN,167 CHATSWORTH STA-STUDIO CTY-CSUN VIA PLUMMR-CLDWT CN\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
314,167,E4,BYPASS VA,2,LocalNonCBD,Metro Local and Limited,167,167 CHATSWORTH STA-STUDIO CTY-CSUN VIA PLUMMR-CLDWT CN,167 CHATSWORTH STA-STUDIO CTY-CSUN VIA PLUMMR-CLDWT CN\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
315,167,E5,"WEEKEND NO CSUN; BYPASS VA",2,LocalNonCBD,Metro Local and Limited,167,167 CHATSWORTH STA-STUDIO CTY-CSUN VIA PLUMMR-CLDWT CN,167 CHATSWORTH STA-STUDIO CTY-CSUN VIA PLUMMR-CLDWT CN\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
316,167,W1,END TO END,3,LocalNonCBD,Metro Local and Limited,167,167 CHATSWORTH STA-STUDIO CTY-CSUN VIA PLUMMR-CLDWT CN,167 CHATSWORTH STA-STUDIO CTY-CSUN VIA PLUMMR-CLDWT CN\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
317,167,W3,WEEKEND NO CSUN,3,LocalNonCBD,Metro Local and Limited,167,167 CHATSWORTH STA-STUDIO CTY-CSUN VIA PLUMMR-CLDWT CN,167 CHATSWORTH STA-STUDIO CTY-CSUN VIA PLUMMR-CLDWT CN\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
318,167,W4,BYPASS VA,3,LocalNonCBD,Metro Local and Limited,167,167 CHATSWORTH STA-STUDIO CTY-CSUN VIA PLUMMR-CLDWT CN,167 CHATSWORTH STA-STUDIO CTY-CSUN VIA PLUMMR-CLDWT CN\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
319,167,W5,"WEEKEND NO CSUN; BYPASS VA",3,LocalNonCBD,Metro Local and Limited,167,167 CHATSWORTH STA-STUDIO CTY-CSUN VIA PLUMMR-CLDWT CN,167 CHATSWORTH STA-STUDIO CTY-CSUN VIA PLUMMR-CLDWT CN\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
320,169,E1,END TO END,2,LocalNonCBD,Metro Local and Limited,169,169 WARNER CTR-BURBANK AIRPT VIA VALLEY CIR-SATICOY ST,169 WARNER CTR-BURBANK AIRPT VIA VALLEY CIR-SATICOY ST\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
321,169,E2,FULTON M.S.,2,LocalNonCBD,Metro Local and Limited,169,169 WARNER CTR-BURBANK AIRPT VIA VALLEY CIR-SATICOY ST,169 WARNER CTR-BURBANK AIRPT VIA VALLEY CIR-SATICOY ST\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
322,169,E3,EL CAMINO HS ARR-LVE,2,LocalNonCBD,Metro Local and Limited,169,169 WARNER CTR-BURBANK AIRPT VIA VALLEY CIR-SATICOY ST,169 WARNER CTR-BURBANK AIRPT VIA VALLEY CIR-SATICOY ST\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
323,169,E6,WEEKEND SERVICE - deprecated,2,LocalNonCBD,Metro Local and Limited,169,169 WARNER CTR-BURBANK AIRPT VIA VALLEY CIR-SATICOY ST,169 WARNER CTR-BURBANK AIRPT VIA VALLEY CIR-SATICOY ST\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
324,169,E7,E/B Shortline at SATTOP,2,LocalNonCBD,Metro Local and Limited,169,169 WARNER CTR-BURBANK AIRPT VIA VALLEY CIR-SATICOY ST,169 WARNER CTR-BURBANK AIRPT VIA VALLEY CIR-SATICOY ST\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
325,169,W1,END TO END,3,LocalNonCBD,Metro Local and Limited,169,169 WARNER CTR-BURBANK AIRPT VIA VALLEY CIR-SATICOY ST,169 WARNER CTR-BURBANK AIRPT VIA VALLEY CIR-SATICOY ST\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
326,169,W2,EL CAMINO HS ARR-LVE,3,LocalNonCBD,Metro Local and Limited,169,169 WARNER CTR-BURBANK AIRPT VIA VALLEY CIR-SATICOY ST,169 WARNER CTR-BURBANK AIRPT VIA VALLEY CIR-SATICOY ST\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
327,169,W3,START AT WINNETKA,3,LocalNonCBD,Metro Local and Limited,169,169 WARNER CTR-BURBANK AIRPT VIA VALLEY CIR-SATICOY ST,169 WARNER CTR-BURBANK AIRPT VIA VALLEY CIR-SATICOY ST\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
328,169,W6,WEEKEND SERVICE - deprecated,3,LocalNonCBD,Metro Local and Limited,169,169 WARNER CTR-BURBANK AIRPT VIA VALLEY CIR-SATICOY ST,169 WARNER CTR-BURBANK AIRPT VIA VALLEY CIR-SATICOY ST\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
329,169,W7,SCH VINSTL TO SATTOP,3,LocalNonCBD,Metro Local and Limited,169,169 WARNER CTR-BURBANK AIRPT VIA VALLEY CIR-SATICOY ST,169 WARNER CTR-BURBANK AIRPT VIA VALLEY CIR-SATICOY ST\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
330,177,N1,END TO END,0,LocalNonCBD,Metro Local and Limited,177,177 JPL - PASADENA,177 JPL - PASADENA\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
331,177,S1,END TO END,1,LocalNonCBD,Metro Local and Limited,177,177 JPL - PASADENA,177 JPL - PASADENA\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
332,179,E1,END TO END,2,LocalNonCBD,Metro Local and Limited,179,179 ROSE HILL TC - ARCADIA L LINE STA  VIA HUNTINGTON,179 ROSE HILL TC - ARCADIA L LINE STA  VIA HUNTINGTON\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
333,179,E3,RTE 179A NO MALL compact,2,LocalNonCBD,Metro Local and Limited,179,179 ROSE HILL TC - ARCADIA L LINE STA  VIA HUNTINGTON,179 ROSE HILL TC - ARCADIA L LINE STA  VIA HUNTINGTON\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
334,179,W1,END TO END,3,LocalNonCBD,Metro Local and Limited,179,179 ROSE HILL TC - ARCADIA L LINE STA  VIA HUNTINGTON,179 ROSE HILL TC - ARCADIA L LINE STA  VIA HUNTINGTON\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
335,179,W3,RTE 179A NO MALL compact,3,LocalNonCBD,Metro Local and Limited,179,179 ROSE HILL TC - ARCADIA L LINE STA  VIA HUNTINGTON,179 ROSE HILL TC - ARCADIA L LINE STA  VIA HUNTINGTON\nType: Metro Local and Limited,"http://www.metro.net/riding/maps/?nla_target=1&nla_win=p,75,75"
