stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
3068,3068,"Garfield/Via Campo",,34.032262,-118.129915,,,0,,0
3069,3069,"Garfield/Elmgate",,34.040846,-118.129064,,,0,,0
3070,3070,"Garfield/ViaCampo-Paseo",,34.029618,-118.128432,,,0,,0
3071,3071,"Garfield/Coral View",,34.044215,-118.128317,,,0,,0
3072,3072,"Garfield/Via Atlamira",,34.02727,-118.128898,,,0,,0
3073,3073,"Garfield/El Repetto",,34.047406,-118.128684,,,0,,0
3074,3074,"Garfield/ViaSanDelarro",,34.025918,-118.130359,,,0,,0
3075,3075,"Garfield/MarondeWay",,34.051166,-118.127176,,,0,,0
3076,3076,"Garfield/Via Acosta",,34.023999,-118.132766,,,0,,0
3077,3077,"Garfield/Graves",,34.055087,-118.125787,,,0,,0
3078,3078,"Garfield/Beverly",,34.022766,-118.133972,,,0,,0
3079,3079,"Garfield/Newmark",,34.06007,-118.122725,,,0,,0
3080,3080,"Garfield/Hay",,34.01918,-118.132613,,,0,,0
3081,3081,"Garfield/Garvey",,34.063066,-118.122695,,,0,,0
3082,3082,"Garfield/Madison",,34.017863,-118.130393,,,0,,0
3083,3083,"Garfield/Emerson",,34.066418,-118.122798,,,0,,0
3084,3084,"Garfield/Whittier",,34.014351,-118.130224,,,0,,0
3085,3085,"Garfield/GarfieldMedCtr",,34.068057,-118.122791,,,0,,0
3086,3086,"Garfield/Allston",,34.013554,-118.13045,,,0,,0
3087,3087,"Garfield/Hellman",,34.069467,-118.122803,,,0,,0
